Starch Flow,Amina Flow,% Iron Feed,% Silica Feed,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
3586.82,579.468,55.2,16.98,400.898,10.1048,1.71976,251.807,246.292,249.258,295.096,306.4,250.554,251.323,452.642,428.824,438.545,466.638,453.62,473.026,472.797,67.68268327,1.27
3635.35,584.9,55.2,16.98,394.922,10.106,1.7201,251.938,249.39,249.082,295.096,306.4,250.642,248.884,440.229,461.28,433.317,450.859,451.747,463.618,481.35,66.76129637,1.27
3744.53,584.29,55.2,16.98,392.871,10.1072,1.72045,251.982,252.576,249.258,295.096,306.4,250.62,250.488,439.529,453.292,428.353,440.389,447.398,452.418,479.587,67.10761799,1.27
3815.33,579.224,55.2,16.98,403.799,10.1084,1.72079,251.565,247.896,249.214,295.096,306.4,250.796,248.335,452.542,445.76,437.685,447.419,453.458,437.41,470.979,66.86664783,1.27
3813.8,590.82,55.2,16.98,395.273,10.1095,1.72114,251.96,250.62,250.422,295.096,306.4,250.488,251.873,468.007,441.173,440.648,448.122,451.091,433.322,448.191,67.81835057,1.27
3778.32,579.834,55.2,16.98,393.604,10.1102,1.72148,251.807,246.094,252.004,295.096,306.4,250.554,254.641,461.15,440.154,443.078,435.469,432.034,446.874,431.586,66.08687444,1.27
3735.94,584.656,55.2,16.98,393.984,10.1099,1.72183,251.807,249.829,251.675,295.096,306.4,250.642,253.169,459.448,473.967,443.723,435.354,423.715,474.034,438.811,68.51538683,1.27
3679.3,585.022,55.2,16.98,396.123,10.1095,1.72217,251.741,250.906,249.697,295.096,306.4,250.488,250.862,447.737,495.892,450.52,448.398,422.612,452.586,439.916,67.11584007,1.27
3582.42,585.632,55.2,16.98,396.621,10.1092,1.72252,251.653,250.62,249.324,295.096,306.4,250.554,247.896,448.087,486.829,449.875,448.202,428.065,428.615,432.745,66.56989394,1.27
3528.91,591.675,55.2,16.98,402.158,10.1088,1.72286,251.938,250.62,249.17,295.096,306.4,250.51,249.961,454.543,486.26,449.663,455.194,447.897,426.539,432.302,67.78520604,1.27
3433.98,592.834,55.2,16.98,399.082,10.1085,1.72321,252.246,246.577,249.236,295.096,306.4,250.115,251.829,457.697,486.427,454.462,452.19,447.068,447.658,435.335,64.89507763,1.27
3375.98,594.421,55.2,16.98,401.514,10.1081,1.72355,251.917,246.27,249.39,295.096,306.4,250.269,248.687,464.553,494.925,460.075,462.263,456.984,469.162,452.716,66.13556261,1.27
3381.84,588.806,55.2,16.98,400.928,10.1078,1.7239,251.213,246.819,250.115,295.096,306.4,250.203,251.125,454.043,482.809,462.339,461.677,475.821,470.674,469.054,66.31228155,1.27
3449.8,594.299,55.2,16.98,401.514,10.1074,1.72424,251.565,252.795,251.873,295.096,306.4,250.181,254.663,458.197,463.21,462.451,466.68,487.168,460.09,475.95,67.79056433,1.27
3464.84,598.145,55.2,16.98,400.488,10.1071,1.72459,252.026,252.026,252.026,295.096,306.4,250.488,254.663,456.445,410.08,468.87,463.67,492.95,446.37,476.72,66.480843,1.27
3590.23,596.13,55.2,16.98,400.313,10.1067,1.72493,252.224,250.972,251.763,295.096,306.4,250.488,254.07,455.094,402.772,467.088,468.71,495.758,450.906,482.678,68.39496703,1.27
3933.79,591.064,55.2,16.98,399.727,10.1064,1.72528,252.29,248.511,250.752,295.096,306.4,250.422,252.751,452.091,361.591,460.341,478.01,501.32,464.346,495.752,66.5231421,1.27
4049.8,590.942,55.2,16.98,396.768,10.106,1.72562,251.301,249.565,249.697,295.096,306.4,250.334,251.653,450.339,339.274,452.035,471.682,496.199,476.722,494.648,67.49110943,1.27
4013.09,589.539,55.2,16.98,394.424,10.1056,1.72597,250.95,250.51,249.258,295.096,306.4,250.488,248.269,447.537,417.043,443.513,457.89,486.502,490.218,502.043,66.26180562,1.27
3845.51,584.839,55.2,16.98,401.25,10.1053,1.72631,250.422,249.609,248.818,295.096,306.4,250.422,247.456,449.889,426.734,439.845,425.628,476.702,482.21,504.032,68.12553059,1.27
3517.58,590.82,55.2,16.98,400.02,10.1049,1.72666,250.269,255.103,249.302,295.096,306.4,250.269,249.719,444.534,446.953,447.776,418.321,464.311,458.914,466.681,66.71546954,1.27
3322.66,590.454,55.2,16.98,406.025,10.1046,1.727,250.203,253.63,251.345,295.096,306.4,250.269,251.851,447.887,426.218,446.588,423.946,445.584,443.735,428.83,67.48892492,1.27
3459.38,590.149,55.2,16.98,404.531,10.1042,1.72734,249.785,252.729,251.543,295.096,306.4,250.269,247.917,454.694,438.17,445.295,434.923,432.251,427.768,402.067,66.47700509,1.27
3509.77,591.064,55.2,16.98,398.203,10.1039,1.72769,249.368,251.257,250.994,295.096,306.4,250.4,249.785,457.697,442.759,437.253,425.7,412.366,436.619,388.932,65.88345185,1.27
3372.85,589.661,55.2,16.98,394.219,10.1035,1.72803,250.027,252.312,251.147,295.096,306.4,250.444,252.334,455.444,449.839,444.212,408.869,391.934,462.778,391.36,66.7390825,1.27
3408.4,591.125,55.2,16.98,394.336,10.1032,1.72838,250.159,250.708,250.818,295.096,306.4,249.829,248.687,455.845,467.458,445.562,424.183,378.497,460.034,399.691,68.06801004,1.27
3430.27,595.52,55.2,16.98,400.723,10.1028,1.72872,249.39,253.652,249.851,295.096,306.4,249.961,249.785,438.328,472.779,449.609,443.168,373.818,444.242,392.523,65.95212195,1.27
3467.77,593.201,55.2,16.98,403.066,10.1025,1.72907,249.39,250.576,249.39,295.096,306.4,250.269,251.807,438.077,492.776,452.95,448.44,381.253,446.482,398.754,65.44060864,1.27
3490.04,596.558,55.2,16.98,398.73,10.1021,1.72941,249.456,246.753,249.126,295.096,306.4,250.269,247.324,448.938,501.554,451.546,452.109,398.102,453.09,413.872,66.66201226,1.27
3497.66,592.163,55.2,16.98,404.971,10.1018,1.72976,249.543,252.18,248.379,295.096,306.4,250.203,247.896,445.184,473.911,453.976,458.05,425.425,465.522,435.009,67.75075436,1.27
3509.96,594.238,55.2,16.98,404.473,10.1014,1.73021,249.258,251.147,248.796,295.096,306.4,250.115,250.027,443.633,458.165,451.495,468.321,451.258,464.234,452.718,65.91416036,1.27
3517.19,598.206,55.2,16.98,403.359,10.1011,1.7309,249.016,253.279,250.686,295.096,306.4,250.203,252.444,462.701,442.985,440.432,472.692,464.474,461.098,478.483,66.42611662,1.27
3514.65,593.567,55.2,16.98,402.92,10.1007,1.73158,249.17,253.674,251.147,295.096,306.4,250.247,251.279,462.101,449.84,445.4,474.61,479.238,472.186,482.181,67.15430174,1.27
3520.9,570.19,55.2,16.98,398.848,10.1003,1.73227,249.038,248.928,251.147,295.096,306.4,250.444,254.927,446.335,410.987,450.689,465.352,487.608,473.474,489.849,66.63932416,1.27
3518.95,584.839,55.2,16.98,399.492,10.0995,1.73296,248.928,244.819,250.356,295.096,306.4,249.961,255.41,441.881,426.11,455.059,442.811,494.658,463.45,500.83,67.2572082,1.27
3517.58,595.093,55.2,16.98,401.953,10.0977,1.73365,249.39,248.511,248.511,295.096,306.4,250.269,255.103,442.932,422.54,446.75,440.62,501.21,469.33,512.03,68.15952814,1.27
3512.89,595.459,55.2,16.98,403.535,10.0958,1.73434,249.258,249.104,248.445,295.096,306.4,250.334,255.037,451.941,429.167,445.616,443.2,497.244,463.618,501.272,66.99120155,1.27
3491.41,596.313,55.2,16.98,405.029,10.0939,1.73503,248.752,248.379,248.357,295.096,306.4,250.554,254.553,468.007,449.049,447.179,446.523,482.704,442.727,472.858,66.90459032,1.27
3476.17,596.13,55.2,16.98,400.693,10.092,1.73571,248.225,245.435,248.445,295.096,306.4,250.708,252.4,451.941,452.733,455.542,438.355,466.734,424.072,457.021,67.7361159,1.27
3506.84,595.52,55.2,16.98,402.715,10.0901,1.7364,248.335,250.708,249.082,295.096,306.4,250.51,250.159,443.683,431.66,451.816,436.911,453.294,428.107,433.96,66.90836492,1.27
3529.1,596.558,55.2,16.98,401.455,10.0882,1.73709,248.687,252.642,250.862,295.096,306.4,249.983,252.532,449.989,421.459,450.253,448.319,444.868,451.578,425.956,66.01710285,1.27
3537.3,599.792,55.2,16.98,401.865,10.0864,1.73778,248.269,252.18,250.642,295.096,306.4,249.961,251.104,454.543,442.813,451.607,454.294,448.887,465.69,424.192,65.95553694,1.27
3548.63,600.76,55.2,16.98,406.473,10.0845,1.73847,248.73,249.892,250.614,295.096,306.4,250.143,247.991,458.59,486.136,458.234,442.354,438.189,447.33,413.583,65.85473604,1.27
3545.12,602.417,55.2,16.98,395.801,10.0826,1.73916,248.73,250.983,250.818,295.096,306.4,249.884,249.92,452.692,511.325,458.213,443.845,429.885,439.09,424.992,68.88260068,1.27
3514.45,599.06,55.2,16.98,402.612,10.0807,1.73985,248.785,246.918,250.598,295.096,306.4,250.104,250.653,443.307,515.575,463.203,460.157,429.2,449.59,440.162,66.9247368,1.27
3473.24,602.875,55.2,16.98,397.852,10.0788,1.74053,248.95,247.412,250.873,295.096,306.4,250.269,249.17,449.814,504.953,457.27,471.193,437.185,449.17,437.405,67.54690972,1.27
3448.44,598.297,55.2,16.98,400.635,10.0769,1.74122,248.95,251.642,250.818,295.096,306.4,250.269,249.994,450.439,473.375,454.033,467.867,451.09,445.95,435.612,67.6878057,1.27
3452.34,607.3,55.2,16.98,397.412,10.0751,1.74191,248.895,249.939,250.269,295.096,306.4,250.269,247.083,446.561,416.73,450.527,478.222,471.61,458.69,457.823,66.031001,1.27
3461.52,602.875,55.2,16.98,395.215,10.0732,1.7426,248.566,244.226,247.961,295.096,306.4,250.159,249.884,448.813,418.15,458.217,485.643,483.313,481.65,479.615,67.59877581,1.27
3516.99,593.872,55.2,16.98,399.023,10.0713,1.74329,248.401,251.147,248.95,295.096,306.4,249.884,252.246,441.556,407.388,445.94,479.785,496.67,482.49,488.72,66.40550657,1.27
3604.88,592.499,55.2,16.98,401.074,10.0694,1.74398,249.554,254.663,248.84,295.096,306.4,250.104,249.17,456.821,376.665,440.138,487.99,494.325,476.61,498.515,64.88219254,1.27
3588.09,600.739,55.2,16.98,397.852,10.0675,1.74466,249.774,253.455,249.225,295.096,306.4,250.543,251.147,458.322,428.208,435.285,463.577,495.427,488.09,512.995,66.75494987,1.27
3589.84,601.044,55.2,16.98,398.584,10.0656,1.74535,249.28,253.949,251.971,295.096,306.4,250.873,254.993,463.953,417.302,435.15,430.668,494.737,499.15,517.688,65.89497144,1.27
3575.06,591.888,55.2,16.98,391.187,10.0638,1.74604,250.378,253.4,253.18,295.096,306.4,249.664,253.29,459.198,415.46,432.045,419.143,472.018,474.23,493.825,66.63202785,1.27
3461.91,598.755,55.2,16.98,394.995,10.0619,1.74673,250.653,250.873,251.257,295.096,306.4,250.873,249.939,441.931,436.273,439.06,424.12,454.535,459.388,462.097,67.31321273,1.27
3335.45,598.45,55.2,16.98,398.95,10.06,1.74742,250.488,251.312,250.763,295.096,306.4,251.532,252.85,431.046,451.565,452.95,419.138,426.302,417.1,400.58,69.25253964,1.27
3349.12,597.382,55.2,16.98,400.122,10.0581,1.74811,250.269,248.291,249.829,295.096,306.4,249.719,253.015,432.922,450.15,459.022,408.693,401.38,428.023,381.128,66.47422115,1.27
3402.83,594.94,55.2,16.98,394.702,10.0562,1.7488,249.719,251.422,248.511,295.096,306.4,248.895,249.28,457.697,439.388,468.057,400.198,370.397,453.93,378.642,66.80603717,1.27
3438.48,592.804,55.2,16.98,396.533,10.0544,1.74948,250.104,249.774,248.511,295.096,306.4,248.95,251.917,461.45,469.41,478.85,409.473,352.225,460.23,383.335,67.34162216,1.27
3476.07,601.654,55.2,16.98,394.629,10.0525,1.75,250.049,246.863,249.06,295.096,306.4,248.95,249.115,454.318,511.18,482.63,427.828,352.09,463.31,386.92,67.15652152,1.27
3493.16,597.076,55.2,16.98,396.973,10.0506,1.75,249.39,250.488,250.873,295.096,306.4,252.026,250.488,456.195,498.44,472.915,456.345,369.3,458.408,389.128,66.81157078,1.27
3496.09,603.79,55.2,16.98,393.604,10.0487,1.75,249.5,255.707,251.807,295.096,306.4,249.994,251.862,440.054,496.172,460.78,489.357,405.79,425.22,391.747,65.88707044,1.27
3496.09,595.093,55.2,16.98,394.043,10.0468,1.75,249.829,253.564,253.125,295.096,306.4,251.807,248.071,425.415,504.67,460.78,503.12,423.55,418.92,398.37,66.01337448,1.27
3496.58,596.771,55.2,16.98,392.871,10.045,1.75,249.939,252.96,252.686,295.096,306.4,251.587,248.84,431.296,485.978,455.518,502.535,430.16,426.763,402.922,66.78662326,1.27
3496.09,599.823,55.2,16.98,389.868,10.0434,1.75,250.323,250.323,250.928,295.096,306.4,250.763,251.312,449.939,429.475,435.685,499.802,453.432,459.53,429.682,65.8101931,1.27
3488.77,593.262,55.2,16.98,393.384,10.0417,1.75,250.488,248.456,249.225,295.096,306.4,250.269,250.928,449.063,426.927,425.033,495.307,470.783,494.39,482.647,66.31223164,1.27
3479.49,595.093,55.2,16.98,399.097,10.0401,1.75,250.378,247.797,247.906,295.096,306.4,250.433,248.346,442.181,430.897,431.1,481.443,494.465,522.532,535.345,65.71855159,1.27
3463.87,604.553,55.2,16.98,401.074,10.0384,1.75,249.939,243.127,248.071,295.096,306.4,250.433,249.005,456.445,445.055,440.815,451.37,504.513,538.92,564.725,68.09448286,1.27
3463.87,600.128,55.2,16.98,403.638,10.0368,1.75,249.609,251.147,250.269,295.096,306.4,248.95,250.928,459.198,419.14,455.38,443.652,510.295,530.1,549.41,65.47216019,1.27
3479.98,600.891,55.2,16.98,388.623,10.0351,1.75,249.664,251.422,250.763,295.096,306.4,249.445,250.928,462.576,429.62,455.515,444.042,506.443,531.217,540.448,68.87201722,1.27
3504.39,601.044,55.2,16.98,391.113,10.0335,1.75,249.939,254.608,250.763,295.096,306.4,250.873,248.895,450.064,440.52,457.405,446.97,499.005,502.79,485.412,66.38961696,1.27
3523.93,601.196,55.2,16.98,390.454,10.0318,1.75,250.543,255.707,252.026,295.096,306.4,250.873,254.388,451.566,428.765,460.375,443.262,483.857,469.19,445.41,65.91508433,1.27
3540.53,606.079,55.2,16.98,393.018,10.0302,1.75,251.147,254.663,250.983,295.096,306.4,251.038,252.081,432.922,438.538,454.84,425.195,466.647,445.108,408.99,65.7872428,1.27
3459.47,598.602,55.2,16.98,392.871,10.0285,1.75,250.488,251.147,249.5,295.096,306.4,249.829,249.005,427.792,432.17,452.14,426.07,457.84,436.283,405.815,67.74948005,1.27
3391.11,596.466,55.2,16.98,399.976,10.0269,1.75,250.488,248.346,248.346,295.096,306.4,249.115,251.807,451.19,439.533,454.57,422.168,444.068,458.55,415.057,67.99659795,1.27
3371.09,593.567,55.2,16.98,402.759,10.0252,1.75,250.488,247.906,248.621,295.096,306.4,249.335,248.456,456.821,473.515,457.675,436.82,435.533,456.45,416.712,66.121334,1.27
3362.79,600.739,55.2,16.98,400.488,10.0236,1.75,250.214,248.071,250.818,295.096,306.4,250.214,250.159,448.813,508.633,458.215,457.522,419.005,432.23,420.715,67.30153965,1.27
3375.98,601.349,55.2,16.98,395.288,10.0219,1.75,249.445,248.895,250.488,295.096,306.4,249.39,249.39,449.438,507.64,451.603,450.1,423.14,436.29,425.68,66.82040865,1.27
3386.23,595.856,55.2,16.98,397.266,10.0203,1.75,249.939,251.807,250.928,295.096,306.4,249.664,249.445,452.441,507.645,446.612,458.985,433.05,446.23,444.995,66.7275594,1.27
3388.67,595.093,55.2,16.98,393.677,10.0186,1.75,250.873,251.038,251.642,295.096,306.4,250.488,252.356,453.442,498.58,449.443,474.608,439.11,465.13,466.095,67.12119718,1.27
3388.18,597.076,55.2,16.98,391.04,10.017,1.75,250.873,247.083,249.829,295.096,306.4,250.598,248.95,456.32,463.18,440.948,485.158,453.427,458.55,465.823,67.73506948,1.27
3404.3,595.856,55.2,16.98,392.651,10.0153,1.75,251.312,252.576,249.5,295.096,306.4,250.763,250.378,453.442,316.902,433.258,480.565,476.423,451.41,465.685,65.05336948,1.27
3404.3,594.308,55.2,16.98,395.159,10.0137,1.75,251.04,248.657,248.404,295.096,306.4,250.269,251.587,444.743,387.903,444.127,476.411,485.894,470.797,483.397,64.74265871,1.27
3404.3,604.614,55.2,16.98,395.449,10.0121,1.75,250.612,248.862,247.975,295.096,306.4,250.181,248.159,442.332,458.904,448.368,461.174,498.57,487.026,503.538,67.1766899,1.27
3404.3,602.661,55.2,16.98,399.316,10.0104,1.75,250.313,245.391,248.159,295.096,306.4,249.829,248.994,451.14,507.5,454.298,412.5,464.752,496.546,524.06,66.89912364,1.27
3379.88,606.323,55.2,16.98,393.633,10.0088,1.75,250.488,247.368,250.269,295.096,306.4,249.829,250.796,460.95,501.494,468.33,413.982,438.204,485.794,499.338,67.65475997,1.27
3294.43,599.487,55.2,16.98,399.316,10.0071,1.75,250.576,250.488,250.576,295.096,306.4,249.961,250.488,450.439,501.61,464.118,419.764,424.874,448.048,439.86,65.26246095,1.27
3254.39,606.934,55.2,16.98,398.848,10.0055,1.75,251.016,256.069,251.763,295.096,306.4,250.576,251.235,449.639,491.636,463.796,447.186,437.21,414.664,408.412,65.98343034,1.27
3244.63,602.905,55.2,16.98,392.637,10.0038,1.74993,251.367,252.817,251.411,295.096,306.4,250.928,250.488,426.917,474.08,457.866,462.574,440.402,405.818,387.664,68.51353634,1.27
3246.09,592.651,55.2,16.98,394.043,10.0022,1.74959,251.367,248.95,250.708,295.096,306.4,250.928,249.609,444.934,367.6,446.21,475.39,446.13,438.53,391.2,65.65972947,1.27
3248.54,593.628,55.2,16.98,396.504,10.0005,1.74924,251.455,247.28,250.4,295.096,306.4,250.752,249.258,444.233,378.588,444.806,478.436,448.994,445.138,394.4,67.33343397,1.27
3253.42,598.511,55.2,16.98,404.883,9.99888,1.7489,251.543,242.666,249.038,295.096,306.4,250.049,247.896,443.633,426.844,437.896,487.652,463.756,475.938,415.144,66.17512756,1.27
3239.26,601.074,55.2,16.98,399.023,9.99737,1.74855,250.488,250.576,248.511,295.096,306.4,250.137,248.555,450.84,446.1,435.742,469.296,477.64,497.89,458.398,66.56471373,1.27
3223.63,599.487,55.2,16.98,399.375,9.99643,1.74821,250.576,249.302,248.423,295.096,306.4,250.269,250.752,445.134,452.9,449.448,443.36,481.162,514.802,502.764,65.59224207,1.27
3243.16,611.572,55.2,16.98,399.902,9.99548,1.74786,250.84,250.4,248.467,295.096,306.4,249.214,251.147,450.339,445.194,454.086,442.344,484.69,504.61,490.732,68.15604868,1.27
3258.79,598.511,55.2,16.98,397.559,9.99454,1.74752,250.664,252.861,250.664,295.096,306.4,248.906,248.906,456.946,442.134,445.994,439.92,482.046,474.706,461.38,65.06617886,1.27
3251.02,597.656,55.2,16.98,401.367,9.9936,1.74717,251.455,253.081,252.817,295.096,306.4,250.576,250.488,443.433,477.478,441.568,446.794,468.826,450.178,436.438,65.77185962,1.27
3214.06,607.422,55.2,16.98,397.324,9.99266,1.74683,251.719,251.543,251.455,295.096,306.4,250.84,250.137,438.127,513.048,438.766,443.362,454.724,434.048,430.594,66.05993436,1.27
3228.13,603.882,55.2,16.98,396.855,9.99171,1.74648,251.455,250.884,250.444,295.096,306.4,250.4,248.687,442.532,466.49,448.046,426.484,442.604,430.794,429.596,68.14645419,1.27
3312.89,599.365,55.2,16.98,403.477,9.99077,1.74614,251.631,243.149,248.291,295.096,306.4,250.093,248.95,449.639,439.868,444.91,439.762,451.972,455.33,448.58,67.26921067,1.27
3293.36,605.469,55.2,16.98,402.949,9.98983,1.74579,250.928,248.599,247.764,295.096,306.4,249.697,250.532,450.94,452.896,462.932,463.28,457.92,460.146,448.36,67.64926718,1.27
3483.98,602.539,55.2,16.98,400.02,9.98888,1.74545,250.664,250.269,249.434,295.096,306.4,247.808,249.39,448.838,438.176,464.556,462.966,460.452,454.658,450.568,66.95233932,1.27
3585.94,607.056,55.2,16.98,402.246,9.98794,1.7451,249.829,249.302,250.488,295.096,306.4,249.17,248.467,461.35,410.872,477.934,453.204,466.84,464.738,468.438,67.20604092,1.27
3591.41,595.093,55.2,16.98,408.047,9.987,1.74476,250.752,252.07,250.84,295.096,306.4,248.73,251.104,450.439,417.552,471.246,445.546,466.07,468.994,491.946,67.46403587,1.27
3580.08,599.243,55.2,16.98,403.301,9.98606,1.74441,251.06,251.938,252.51,295.096,306.4,250.444,248.906,454.143,431.714,467.146,450.31,464.308,461.042,493.826,68.51627765,1.27
3571.48,595.459,55.2,16.98,402.715,9.98511,1.74407,251.763,257.432,252.949,295.096,306.4,250.4,251.191,444.233,433.642,447.83,443.98,455.278,451.184,468.99,67.21685751,1.27
3567.97,592.407,55.2,16.98,396.914,9.98417,1.74372,252.202,254.443,250.093,295.096,306.4,250.752,250.005,444.434,438.964,447.184,431.952,450.094,414.106,429.594,65.5012242,1.27
3565.63,593.262,55.2,16.98,395.156,9.98323,1.74338,251.016,247.061,248.335,295.096,306.4,250.137,248.291,454.944,441.232,436.498,430.002,430.378,439.986,423.526,68.11709994,1.27
3563.67,593.628,55.2,16.98,399.668,9.98228,1.74303,250.576,246.665,247.544,295.096,306.4,250.532,250.049,449.839,453.696,439.946,432.814,420.028,472.13,429.49,67.06555698,1.27
3569.14,602.051,55.2,16.98,402.48,9.98134,1.74269,250.84,250.708,247.852,295.096,306.4,250.313,252.378,457.046,445.766,444.698,443.28,417.268,447.04,428.164,65.86256127,1.27
3573.83,592.163,55.2,16.98,395.449,9.9804,1.74234,250.488,251.367,250.444,295.096,306.4,248.687,248.071,469.258,505.69,446.532,437.112,408.348,433.594,423.422,66.79371386,1.27
3578.91,598.633,55.2,16.98,399.434,9.97945,1.742,250.576,254.619,250.488,295.096,306.4,249.082,250.049,458.848,505.918,459.7,449.764,406.366,457.346,440.522,65.98724433,1.27
3571.88,601.196,55.2,16.98,394.16,9.97851,1.74166,251.104,254.971,251.763,295.096,306.4,251.982,251.279,450.64,492.436,453.438,468.358,422.782,452.194,444.934,69.05668273,1.27
3558.59,594.238,55.2,16.98,397.383,9.97757,1.74131,251.851,248.335,252.861,295.096,306.4,254.663,251.938,445.935,494.136,443.512,466.638,433.466,448.16,449.018,66.62537633,1.27
3542.97,595.825,55.2,16.98,391.406,9.97663,1.74097,251.895,254.355,250.576,295.096,306.4,254.355,248.994,451.44,399.206,438.44,472.426,454.282,436.954,448.584,64.96792077,1.27
3522.27,596.313,55.2,16.98,398.438,9.97568,1.74062,251.367,249.609,249.17,295.096,306.4,249.609,249.17,433.423,387.5,452.68,473.05,458.25,471.01,466.24,67.27323443,1.27
3424.22,595.581,55.2,16.98,397.266,9.97474,1.74028,251.279,249.082,249.038,295.096,306.4,248.423,250.005,436.826,375.794,456.134,475.158,462.546,473.922,470.322,66.14012516,1.27
3359.38,592.407,55.2,16.98,392.754,9.9738,1.73986,250.928,246.885,248.423,295.096,306.4,245.259,252.202,450.84,364.088,468.762,475.076,478.298,488.93,490.292,68.25876941,1.27
3346.09,593.14,55.2,16.98,393.047,9.97285,1.73917,251.016,247.192,248.335,295.096,306.4,252.378,248.643,452.642,509.876,462.392,433.52,463.978,499.682,504.308,67.10492546,1.27
3332.42,597.412,55.2,16.98,391.699,9.97191,1.73849,251.06,249.873,249.609,295.096,306.4,253.828,251.631,452.542,504.442,456.028,404.69,428.398,487.026,499.01,65.19139936,1.27
3231.25,588.989,55.2,16.98,392.871,9.97097,1.7378,249.873,250.4,250.752,295.096,306.4,246.445,248.115,449.639,528.68,454.734,413.824,422.89,472.354,475.614,66.46920851,1.27
3197.66,596.558,55.2,16.98,393.633,9.96998,1.73711,250.181,251.895,252.026,295.096,306.4,245.61,250.356,451.941,501.268,447.722,436.328,423.994,436.848,424.63,65.88183843,1.27
3209.38,596.924,55.2,16.98,398.379,9.9688,1.73642,250.796,251.587,252.51,295.096,306.4,251.147,249.39,451.34,498.438,447.614,458.83,442.716,408.504,393.186,66.21214445,1.27
3219.14,594.849,55.2,16.98,403.301,9.96763,1.73573,250.972,249.961,250.62,295.096,306.4,252.817,253.345,453.643,478.724,447.722,475.158,460.454,417.914,380.16,66.3262551,1.27
3233.2,593.058,55.2,16.98,397.307,9.96645,1.73504,250.226,252.79,249.139,295.096,306.4,252.089,249.034,440.62,337.959,445.128,481.512,472.308,454.743,401.598,64.96121547,1.27
3289.06,581.604,55.2,16.98,403.447,9.96527,1.73435,250.011,247.533,248.104,295.096,306.4,250.455,252.334,442.557,232.536,454.948,482.892,477.358,506.794,442.896,67.16626289,1.27
3310.55,595.551,55.2,16.98,401.162,9.9641,1.73367,249.631,247.566,248.258,295.096,306.4,250.236,248.313,449.539,478.107,460.319,459.878,480.997,518.666,482.79,66.09410363,1.27
3308.98,596.497,55.2,16.98,397.339,9.96292,1.73298,248.445,250.697,248.434,295.096,306.4,250.214,250.565,454.669,513.389,469.464,427.868,453.098,514.97,501.301,66.07639079,1.27
3335.94,589.172,55.2,16.98,400.283,9.96174,1.73229,248.005,249.818,250.521,295.096,306.4,250.62,248.511,463.777,508.063,466.467,432.384,450.212,507.438,496.083,67.72190236,1.27
3343.36,598.297,55.2,16.98,396.328,9.96057,1.7316,247.83,251.389,250.873,295.096,306.4,247.269,248.379,457.621,490.594,464.281,443.363,456.708,484.674,467.061,68.86693224,1.27
3341.8,586.334,55.2,16.98,398.613,9.95939,1.73091,248.555,246.204,251.576,295.096,306.4,245.413,248.39,443.232,496.283,458.485,458.34,453.403,443.934,422.036,66.34092085,1.27
3341.02,592.59,55.2,16.98,394.717,9.95821,1.73022,246.281,244.797,250.269,295.096,306.4,246.962,252.356,438.228,422.568,452.572,471.192,469.237,439.902,408.656,68.78208553,1.27
3338.67,594.147,55.2,16.98,396.182,9.95704,1.72954,246.292,248.005,250.269,295.096,306.4,249.785,250.027,449.113,427.806,457.108,489.567,486.673,447.21,426.096,64.91373426,1.27
3342.58,586.06,55.2,16.98,400.562,9.95586,1.72885,247.412,251.73,250.4,295.096,306.4,251.73,247.709,452.341,433.044,449.82,483.083,494.688,482.546,447.889,67.53270489,1.27
3352.73,589.203,55.2,16.98,395.391,9.95468,1.72816,247.379,253.488,250.752,295.096,306.4,249.95,249.192,448.938,455.646,438.355,438.771,472.05,496.49,485.075,66.38792924,1.27
3381.64,583.496,55.2,16.98,401.895,9.95351,1.72747,247.028,250.159,248.148,295.096,306.4,249.489,248.302,449.388,434.572,429.59,416.779,445.249,505.982,514.461,66.89599703,1.27
3382.81,585.968,55.2,16.98,402.773,9.95233,1.72678,246.028,242.534,246.456,295.096,306.4,249.653,249.313,451.19,480.62,426.033,417.557,434.102,476.078,462.701,65.98350364,1.27
3374.22,597.504,55.2,16.98,391.875,9.95115,1.72609,245.588,251.257,248.577,295.096,306.4,247.709,248.06,447.762,529.813,438.173,437.62,433.414,457.01,441.103,66.3752775,1.27
3370.31,585.052,55.2,16.98,399.653,9.94998,1.7254,245.544,246.478,249.181,295.096,306.4,249.818,250.192,453.643,487.586,445.803,448.689,428.429,434.525,413.294,66.65518816,1.27
2693.75,592.133,55.2,16.98,409.204,9.9488,1.72472,248.302,251.906,251.115,295.096,306.4,252.081,249.236,459.248,480.114,453.814,433.885,438.642,421.974,408.193,66.40305947,1.36
52.7344,583.374,55.2,16.98,403.667,9.94762,1.72403,253.674,255.311,254.301,295.096,306.4,251.016,252.62,449.288,484.504,457.892,444.124,446.792,461.826,415.806,67.16144352,1.36
